id,nationalDex,name,stage,generalForm,uniqueForm,paldeaDex,formOrder,generation,type1,type2,genderDifference,homeAvailable,shinyAvailable,hasBaby,icon,homePic,homeShinyPic
248_01,248,Tyranitar,,Mega,,,01,2,Rock,Dark,FALSE,FALSE,TRUE,FALSE,248_01.png,248_01.png,248_01_S.png
249_00,249,Lugia,,,,,00,2,Psychic,Flying,FALSE,TRUE,TRUE,FALSE,249_00.png,249_00.png,249_00_S.png
250_00,250,Ho-Oh,,,,,00,2,Fire,Flying,FALSE,TRUE,TRUE,FALSE,250_00.png,250_00.png,250_00_S.png
251_00,251,Celebi,,,,,00,2,Psychic,Grass,FALSE,TRUE,TRUE,FALSE,251_00.png,251_00.png,251_00_S.png
252_00,252,Treecko,,,,,00,3,Grass,,FALSE,TRUE,TRUE,FALSE,252_00.png,252_00.png,252_00_S.png
253_00,253,Grovyle,,,,,00,3,Grass,,FALSE,TRUE,TRUE,FALSE,253_00.png,253_00.png,253_00_S.png
254_00,254,Sceptile,,,,,00,3,Grass,,FALSE,TRUE,TRUE,FALSE,254_00.png,254_00.png,254_00_S.png
254_01,254,Sceptile,,Mega,,,01,3,Grass,Dragon,FALSE,FALSE,TRUE,FALSE,254_01.png,254_01.png,254_01_S.png
255_00,255,Torchic,,,,,00,3,Fire,,FALSE,TRUE,TRUE,FALSE,255_00.png,255_00.png,255_00_S.png
255_00_F,255,Torchic,,,,,00,3,Fire,,TRUE,TRUE,TRUE,FALSE,255_00.png,255_00.png,255_00_S.png
256_00,256,Combusken,,,,,00,3,Fire,Fighting,FALSE,TRUE,TRUE,FALSE,256_00.png,256_00.png,256_00_S.png
256_00_F,256,Combusken,,,,,00,3,Fire,Fighting,TRUE,TRUE,TRUE,FALSE,256_00.png,256_00_F.png,256_00_F_S.png
257_00,257,Blaziken,,,,,00,3,Fire,Fighting,FALSE,TRUE,TRUE,FALSE,257_00.png,257_00.png,257_00_S.png
257_01,257,Blaziken,,Mega,,,01,3,Fire,Fighting,FALSE,FALSE,TRUE,FALSE,257_01.png,257_01.png,257_01_S.png
257_00_F,257,Blaziken,,,,,00,3,Fire,Fighting,TRUE,TRUE,TRUE,FALSE,257_00.png,257_00_F.png,257_00_F_S.png
258_00,258,Mudkip,,,,,00,3,Water,,FALSE,TRUE,TRUE,FALSE,258_00.png,258_00.png,258_00_S.png
259_00,259,Marshtomp,,,,,00,3,Water,Ground,FALSE,TRUE,TRUE,FALSE,259_00.png,259_00.png,259_00_S.png
260_00,260,Swampert,,,,,00,3,Water,Ground,FALSE,TRUE,TRUE,FALSE,260_00.png,260_00.png,260_00_S.png
260_01,260,Swampert,,Mega,,,01,3,Water,Ground,FALSE,FALSE,TRUE,FALSE,260_01.png,260_01.png,260_01_S.png
261_00,261,Poochyena,,,,,00,3,Dark,,FALSE,TRUE,TRUE,FALSE,261_00.png,261_00.png,261_00_S.png
262_00,262,Mightyena,,,,,00,3,Dark,,FALSE,TRUE,TRUE,FALSE,262_00.png,262_00.png,262_00_S.png
263_00,263,Zigzagoon,,,,,00,3,Normal,,FALSE,TRUE,TRUE,FALSE,263_00.png,263_00.png,263_00_S.png
263_01,263,Zigzagoon,,Galarian,,,01,3,Dark,Normal,FALSE,TRUE,TRUE,FALSE,263_01.png,263_01.png,263_01_S.png
264_00,264,Linoone,,,,,00,3,Normal,,FALSE,TRUE,TRUE,FALSE,264_00.png,264_00.png,264_00_S.png
264_01,264,Linoone,,Galarian,,,01,3,Dark,Normal,FALSE,TRUE,TRUE,FALSE,264_01.png,264_01.png,264_01_S.png
265_00,265,Wurmple,,,,,00,3,Bug,,FALSE,TRUE,TRUE,FALSE,265_00.png,265_00.png,265_00_S.png
266_00,266,Silcoon,,,,,00,3,Bug,,FALSE,TRUE,TRUE,FALSE,266_00.png,266_00.png,266_00_S.png
267_00,267,Beautifly,,,,,00,3,Bug,Flying,FALSE,TRUE,TRUE,FALSE,267_00.png,267_00.png,267_00_S.png
267_00_F,267,Beautifly,,,,,00,3,Bug,Flying,TRUE,TRUE,TRUE,FALSE,267_00.png,267_00_F.png,267_00_F_S.png
268_00,268,Cascoon,,,,,00,3,Bug,,FALSE,TRUE,TRUE,FALSE,268_00.png,268_00.png,268_00_S.png
269_00,269,Dustox,,,,,00,3,Bug,Poison,FALSE,TRUE,TRUE,FALSE,269_00.png,269_00.png,269_00_S.png
269_00_F,269,Dustox,,,,,00,3,Bug,Poison,TRUE,TRUE,TRUE,FALSE,269_00.png,269_00_F.png,269_00_F_S.png
270_00,270,Lotad,,,,,00,3,Water,Grass,FALSE,TRUE,TRUE,FALSE,270_00.png,270_00.png,270_00_S.png
271_00,271,Lombre,,,,,00,3,Water,Grass,FALSE,TRUE,TRUE,FALSE,271_00.png,271_00.png,271_00_S.png
272_00,272,Ludicolo,,,,,00,3,Water,Grass,FALSE,TRUE,TRUE,FALSE,272_00.png,272_00.png,272_00_S.png
272_00_F,272,Ludicolo,,,,,00,3,Water,Grass,TRUE,TRUE,TRUE,FALSE,272_00.png,272_00_F.png,272_00_F_S.png
273_00,273,Seedot,,,,,00,3,Grass,,FALSE,TRUE,TRUE,FALSE,273_00.png,273_00.png,273_00_S.png
274_00,274,Nuzleaf,,,,,00,3,Grass,Dark,FALSE,TRUE,TRUE,FALSE,274_00.png,274_00.png,274_00_S.png
274_00_F,274,Nuzleaf,,,,,00,3,Grass,Dark,TRUE,TRUE,TRUE,FALSE,274_00.png,274_00_F.png,274_00_F_S.png
275_00,275,Shiftry,,,,,00,3,Grass,Dark,FALSE,TRUE,TRUE,FALSE,275_00.png,275_00.png,275_00_S.png
275_00_F,275,Shiftry,,,,,00,3,Grass,Dark,TRUE,TRUE,TRUE,FALSE,275_00.png,275_00_F.png,275_00_F_S.png
276_00,276,Taillow,,,,,00,3,Normal,Flying,FALSE,TRUE,TRUE,FALSE,276_00.png,276_00.png,276_00_S.png
277_00,277,Swellow,,,,,00,3,Normal,Flying,FALSE,TRUE,TRUE,FALSE,277_00.png,277_00.png,277_00_S.png
278_00,278,Wingull,0,,,132,00,3,Water,Flying,FALSE,TRUE,TRUE,FALSE,278_00.png,278_00.png,278_00_S.png
279_00,279,Pelipper,1,,,133,00,3,Water,Flying,FALSE,TRUE,TRUE,FALSE,279_00.png,279_00.png,279_00_S.png
280_00,280,Ralts,0,,,062,00,3,Psychic,Fairy,FALSE,TRUE,TRUE,FALSE,280_00.png,280_00.png,280_00_S.png
281_00,281,Kirlia,1,,,063,00,3,Psychic,Fairy,FALSE,TRUE,TRUE,FALSE,281_00.png,281_00.png,281_00_S.png
282_00,282,Gardevoir,2,,,064,00,3,Psychic,Fairy,FALSE,TRUE,TRUE,FALSE,282_00.png,282_00.png,282_00_S.png
282_01,282,Gardevoir,,Mega,,,01,3,Psychic,Fairy,FALSE,FALSE,TRUE,FALSE,282_01.png,282_01.png,282_01_S.png
283_00,283,Surskit,0,,,049,00,3,Bug,Water,FALSE,TRUE,TRUE,FALSE,283_00.png,283_00.png,283_00_S.png
284_00,284,Masquerain,1,,,050,00,3,Bug,Flying,FALSE,TRUE,TRUE,FALSE,284_00.png,284_00.png,284_00_S.png
285_00,285,Shroomish,0,,,106,00,3,Grass,,FALSE,TRUE,TRUE,FALSE,285_00.png,285_00.png,285_00_S.png
286_00,286,Breloom,1,,,107,00,3,Grass,Fighting,FALSE,TRUE,TRUE,FALSE,286_00.png,286_00.png,286_00_S.png
287_00,287,Slakoth,0,,,078,00,3,Normal,,FALSE,TRUE,TRUE,FALSE,287_00.png,287_00.png,287_00_S.png
288_00,288,Vigoroth,1,,,079,00,3,Normal,,FALSE,TRUE,TRUE,FALSE,288_00.png,288_00.png,288_00_S.png
289_00,289,Slaking,2,,,080,00,3,Normal,,FALSE,TRUE,TRUE,FALSE,289_00.png,289_00.png,289_00_S.png
290_00,290,Nincada,,,,,00,3,Bug,Ground,FALSE,TRUE,TRUE,FALSE,290_00.png,290_00.png,290_00_S.png
291_00,291,Ninjask,,,,,00,3,Bug,Flying,FALSE,TRUE,TRUE,FALSE,291_00.png,291_00.png,291_00_S.png
292_00,292,Shedinja,,,,,00,3,Bug,Ghost,FALSE,TRUE,TRUE,FALSE,292_00.png,292_00.png,292_00_S.png
293_00,293,Whismur,,,,,00,3,Normal,,FALSE,TRUE,TRUE,FALSE,293_00.png,293_00.png,293_00_S.png
294_00,294,Loudred,,,,,00,3,Normal,,FALSE,TRUE,TRUE,FALSE,294_00.png,294_00.png,294_00_S.png
295_00,295,Exploud,,,,,00,3,Normal,,FALSE,TRUE,TRUE,FALSE,295_00.png,295_00.png,295_00_S.png
296_00,296,Makuhita,0,,,116,00,3,Fighting,,FALSE,TRUE,TRUE,FALSE,296_00.png,296_00.png,296_00_S.png
297_00,297,Hariyama,1,,,117,00,3,Fighting,,FALSE,TRUE,TRUE,FALSE,297_00.png,297_00.png,297_00_S.png
298_00,298,Azurill,-1,,,046,00,3,Normal,Fairy,FALSE,TRUE,TRUE,FALSE,298_00.png,298_00.png,298_00_S.png
299_00,299,Nosepass,,,,,00,3,Rock,,FALSE,TRUE,TRUE,FALSE,299_00.png,299_00.png,299_00_S.png
300_00,300,Skitty,,,,,00,3,Normal,,FALSE,TRUE,TRUE,FALSE,300_00.png,300_00.png,300_00_S.png
301_00,301,Delcatty,,,,,00,3,Normal,,FALSE,TRUE,TRUE,FALSE,301_00.png,301_00.png,301_00_S.png
302_00,302,Sableye,0,,,297,00,3,Dark,Ghost,FALSE,TRUE,TRUE,FALSE,302_00.png,302_00.png,302_00_S.png
302_01,302,Sableye,,Mega,,,01,3,Dark,Ghost,FALSE,FALSE,TRUE,FALSE,302_01.png,302_01.png,302_01_S.png
303_00,303,Mawile,,,,,00,3,Steel,Fairy,FALSE,TRUE,TRUE,FALSE,303_00.png,303_00.png,303_00_S.png
303_01,303,Mawile,,Mega,,,01,3,Steel,Fairy,FALSE,FALSE,TRUE,FALSE,303_01.png,303_01.png,303_01_S.png
304_00,304,Aron,,,,,00,3,Steel,Rock,FALSE,TRUE,TRUE,FALSE,304_00.png,304_00.png,304_00_S.png
305_00,305,Lairon,,,,,00,3,Steel,Rock,FALSE,TRUE,TRUE,FALSE,305_00.png,305_00.png,305_00_S.png
306_00,306,Aggron,,,,,00,3,Steel,Rock,FALSE,TRUE,TRUE,FALSE,306_00.png,306_00.png,306_00_S.png
306_01,306,Aggron,,Mega,,,01,3,Steel,,FALSE,FALSE,TRUE,FALSE,306_01.png,306_01.png,306_01_S.png
307_00,307,Meditite,0,,,161,00,3,Fighting,Psychic,FALSE,TRUE,TRUE,FALSE,307_00.png,307_00.png,307_00_S.png
307_00_F,307,Meditite,0,,,161,00,3,Fighting,Psychic,TRUE,TRUE,TRUE,FALSE,307_00.png,307_00_F.png,307_00_F_S.png
308_00,308,Medicham,1,,,162,00,3,Fighting,Psychic,FALSE,TRUE,TRUE,FALSE,308_00.png,308_00.png,308_00_S.png
308_01,308,Medicham,,Mega,,,01,3,Fighting,Psychic,FALSE,FALSE,TRUE,FALSE,308_01.png,308_01.png,308_01_S.png
308_00_F,308,Medicham,1,,,162,00,3,Fighting,Psychic,TRUE,TRUE,TRUE,FALSE,308_00.png,308_00_F.png,308_00_F_S.png
309_00,309,Electrike,,,,,00,3,Electric,,FALSE,TRUE,TRUE,FALSE,309_00.png,309_00.png,309_00_S.png
310_00,310,Manectric,,,,,00,3,Electric,,FALSE,TRUE,TRUE,FALSE,310_00.png,310_00.png,310_00_S.png
310_01,310,Manectric,,Mega,,,01,3,Electric,,FALSE,FALSE,TRUE,FALSE,310_01.png,310_01.png,310_01_S.png
311_00,311,Plusle,,,,,00,3,Electric,,FALSE,TRUE,TRUE,FALSE,311_00.png,311_00.png,311_00_S.png
312_00,312,Minun,,,,,00,3,Electric,,FALSE,TRUE,TRUE,FALSE,312_00.png,312_00.png,312_00_S.png
313_00,313,Volbeat,,,,,00,3,Bug,,FALSE,TRUE,TRUE,FALSE,313_00.png,313_00.png,313_00_S.png
314_00,314,Illumise,,,,,00,3,Bug,,FALSE,TRUE,TRUE,FALSE,314_00.png,314_00.png,314_00_S.png
315_00,315,Roselia,,,,,00,3,Grass,Poison,FALSE,TRUE,TRUE,FALSE,315_00.png,315_00.png,315_00_S.png
315_00_F,315,Roselia,,,,,00,3,Grass,Poison,TRUE,TRUE,TRUE,FALSE,315_00.png,315_00_F.png,315_00_F_S.png
316_00,316,Gulpin,0,,,139,00,3,Poison,,FALSE,TRUE,TRUE,FALSE,316_00.png,316_00.png,316_00_S.png
316_00_F,316,Gulpin,0,,,139,00,3,Poison,,TRUE,TRUE,TRUE,FALSE,316_00.png,316_00_F.png,316_00_F_S.png
317_00,317,Swalot,1,,,140,00,3,Poison,,FALSE,TRUE,TRUE,FALSE,317_00.png,317_00.png,317_00_S.png
317_00_F,317,Swalot,1,,,140,00,3,Poison,,TRUE,TRUE,TRUE,FALSE,317_00.png,317_00_F.png,317_00_F_S.png
318_00,318,Carvanha,,,,,00,3,Water,Dark,FALSE,TRUE,TRUE,FALSE,318_00.png,318_00.png,318_00_S.png
319_00,319,Sharpedo,,,,,00,3,Water,Dark,FALSE,TRUE,TRUE,FALSE,319_00.png,319_00.png,319_00_S.png
319_01,319,Sharpedo,,Mega,,,01,3,Water,Dark,FALSE,FALSE,TRUE,FALSE,319_01.png,319_01.png,319_01_S.png
320_00,320,Wailmer,,,,,00,3,Water,,FALSE,TRUE,TRUE,FALSE,320_00.png,320_00.png,320_00_S.png
321_00,321,Wailord,,,,,00,3,Water,,FALSE,TRUE,TRUE,FALSE,321_00.png,321_00.png,321_00_S.png
322_00,322,Numel,0,,,151,00,3,Fire,Ground,FALSE,TRUE,TRUE,FALSE,322_00.png,322_00.png,322_00_S.png
322_00_F,322,Numel,0,,,151,00,3,Fire,Ground,TRUE,TRUE,TRUE,FALSE,322_00.png,322_00_F.png,322_00_F_S.png
323_00,323,Camerupt,1,,,152,00,3,Fire,Ground,FALSE,TRUE,TRUE,FALSE,323_00.png,323_00.png,323_00_S.png
323_01,323,Camerupt,,Mega,,,01,3,Fire,Ground,FALSE,FALSE,TRUE,FALSE,323_01.png,323_01.png,323_01_S.png
323_00_F,323,Camerupt,1,,,152,00,3,Fire,Ground,TRUE,TRUE,TRUE,FALSE,323_00.png,323_00_F.png,323_00_F_S.png
324_00,324,Torkoal,0,,,150,00,3,Fire,,FALSE,TRUE,TRUE,FALSE,324_00.png,324_00.png,324_00_S.png
325_00,325,Spoink,0,,,111,00,3,Psychic,,FALSE,TRUE,TRUE,FALSE,325_00.png,325_00.png,325_00_S.png
326_00,326,Grumpig,1,,,112,00,3,Psychic,,FALSE,TRUE,TRUE,FALSE,326_00.png,326_00.png,326_00_S.png
327_00,327,Spinda,,,,,00,3,Normal,,FALSE,TRUE,TRUE,FALSE,327_00.png,327_00.png,327_00_S.png
328_00,328,Trapinch,,,,,00,3,Ground,,FALSE,TRUE,TRUE,FALSE,328_00.png,328_00.png,328_00_S.png
329_00,329,Vibrava,,,,,00,3,Ground,Dragon,FALSE,TRUE,TRUE,FALSE,329_00.png,329_00.png,329_00_S.png
330_00,330,Flygon,,,,,00,3,Ground,Dragon,FALSE,TRUE,TRUE,FALSE,330_00.png,330_00.png,330_00_S.png
331_00,331,Cacnea,0,,,252,00,3,Grass,,FALSE,TRUE,TRUE,FALSE,331_00.png,331_00.png,331_00_S.png
332_00,332,Cacturne,1,,,253,00,3,Grass,Dark,FALSE,TRUE,TRUE,FALSE,332_00.png,332_00.png,332_00_S.png
332_00_F,332,Cacturne,1,,,253,00,3,Grass,Dark,TRUE,TRUE,TRUE,FALSE,332_00.png,332_00_F.png,332_00_F_S.png
333_00,333,Swablu,0,,,219,00,3,Normal,Flying,FALSE,TRUE,TRUE,FALSE,333_00.png,333_00.png,333_00_S.png
334_00,334,Altaria,1,,,220,00,3,Dragon,Flying,FALSE,TRUE,TRUE,FALSE,334_00.png,334_00.png,334_00_S.png
334_01,334,Altaria,,Mega,,,01,3,Dragon,Fairy,FALSE,FALSE,TRUE,FALSE,334_01.png,334_01.png,334_01_S.png
335_00,335,Zangoose,0,,,217,00,3,Normal,,FALSE,TRUE,TRUE,FALSE,335_00.png,335_00.png,335_00_S.png
336_00,336,Seviper,0,,,218,00,3,Poison,,FALSE,TRUE,TRUE,FALSE,336_00.png,336_00.png,336_00_S.png
337_00,337,Lunatone,,,,,00,3,Rock,Psychic,FALSE,TRUE,TRUE,FALSE,337_00.png,337_00.png,337_00_S.png
338_00,338,Solrock,,,,,00,3,Rock,Psychic,FALSE,TRUE,TRUE,FALSE,338_00.png,338_00.png,338_00_S.png
339_00,339,Barboach,0,,,168,00,3,Water,Ground,FALSE,TRUE,TRUE,FALSE,339_00.png,339_00.png,339_00_S.png
340_00,340,Whiscash,1,,,169,00,3,Water,Ground,FALSE,TRUE,TRUE,FALSE,340_00.png,340_00.png,340_00_S.png
341_00,341,Corphish,,,,,00,3,Water,,FALSE,TRUE,TRUE,FALSE,341_00.png,341_00.png,341_00_S.png
342_00,342,Crawdaunt,,,,,00,3,Water,Dark,FALSE,TRUE,TRUE,FALSE,342_00.png,342_00.png,342_00_S.png
343_00,343,Baltoy,,,,,00,3,Ground,Psychic,FALSE,TRUE,TRUE,FALSE,343_00.png,343_00.png,343_00_S.png
344_00,344,Claydol,,,,,00,3,Ground,Psychic,FALSE,TRUE,TRUE,FALSE,344_00.png,344_00.png,344_00_S.png
345_00,345,Lileep,,,,,00,3,Rock,Grass,FALSE,TRUE,TRUE,FALSE,345_00.png,345_00.png,345_00_S.png
346_00,346,Cradily,,,,,00,3,Rock,Grass,FALSE,TRUE,TRUE,FALSE,346_00.png,346_00.png,346_00_S.png
347_00,347,Anorith,,,,,00,3,Rock,Bug,FALSE,TRUE,TRUE,FALSE,347_00.png,347_00.png,347_00_S.png
348_00,348,Armaldo,,,,,00,3,Rock,Bug,FALSE,TRUE,TRUE,FALSE,348_00.png,348_00.png,348_00_S.png
349_00,349,Feebas,,,,,00,3,Water,,FALSE,TRUE,TRUE,FALSE,349_00.png,349_00.png,349_00_S.png
350_00,350,Milotic,,,,,00,3,Water,,FALSE,TRUE,TRUE,FALSE,350_00.png,350_00.png,350_00_S.png
350_00_F,350,Milotic,,,,,00,3,Water,,TRUE,TRUE,TRUE,FALSE,350_00.png,350_00_F.png,350_00_F_S.png
351_00,351,Castform,,,,,00,3,Normal,Normal,FALSE,TRUE,TRUE,FALSE,351_00.png,351_00.png,351_00_S.png
351_00,351,Castform,,,Sunny Form,,00,3,Normal,Fire,FALSE,FALSE,TRUE,FALSE,351_00.png,351_00.png,351_00_S.png
351_00,351,Castform,,,Rainy Form,,00,3,Normal,Water,FALSE,FALSE,TRUE,FALSE,351_00.png,351_00.png,351_00_S.png
351_00,351,Castform,,,Snowy Form,,00,3,Normal,Ice,FALSE,FALSE,TRUE,FALSE,351_00.png,351_00.png,351_00_S.png
352_00,352,Kecleon,,,,,00,3,Normal,,FALSE,TRUE,TRUE,FALSE,352_00.png,352_00.png,352_00_S.png
353_00,353,Shuppet,0,,,298,00,3,Ghost,,FALSE,TRUE,TRUE,FALSE,353_00.png,353_00.png,353_00_S.png
354_00,354,Banette,1,,,299,00,3,Ghost,,FALSE,TRUE,TRUE,FALSE,354_00.png,354_00.png,354_00_S.png
354_01,354,Banette,,Mega,,,01,3,Ghost,,FALSE,FALSE,TRUE,FALSE,354_01.png,354_01.png,354_01_S.png
355_00,355,Duskull,,,,,00,3,Ghost,,FALSE,TRUE,TRUE,FALSE,355_00.png,355_00.png,355_00_S.png
356_00,356,Dusclops,,,,,00,3,Ghost,,FALSE,TRUE,TRUE,FALSE,356_00.png,356_00.png,356_00_S.png
357_00,357,Tropius,0,,,246,00,3,Grass,Flying,FALSE,TRUE,TRUE,FALSE,357_00.png,357_00.png,357_00_S.png
358_00,358,Chimecho,,,,,00,3,Psychic,,FALSE,TRUE,TRUE,FALSE,358_00.png,358_00.png,358_00_S.png
359_00,359,Absol,,,,,00,3,Dark,,FALSE,TRUE,TRUE,FALSE,359_00.png,359_00.png,359_00_S.png
359_01,359,Absol,,Mega,,,01,3,Dark,,FALSE,FALSE,TRUE,FALSE,359_01.png,359_01.png,359_01_S.png
360_00,360,Wynaut,,,,,00,3,Psychic,,FALSE,TRUE,TRUE,FALSE,360_00.png,360_00.png,360_00_S.png
361_00,361,Snorunt,0,,,357,00,3,Ice,,FALSE,TRUE,TRUE,FALSE,361_00.png,361_00.png,361_00_S.png
362_00,362,Glalie,1,,,358,00,3,Ice,,FALSE,TRUE,TRUE,FALSE,362_00.png,362_00.png,362_00_S.png
362_01,362,Glalie,,Mega,,,01,3,Ice,,FALSE,FALSE,TRUE,FALSE,362_01.png,362_01.png,362_01_S.png
363_00,363,Spheal,,,,,00,3,Ice,Water,FALSE,TRUE,TRUE,FALSE,363_00.png,363_00.png,363_00_S.png
364_00,364,Sealeo,,,,,00,3,Ice,Water,FALSE,TRUE,TRUE,FALSE,364_00.png,364_00.png,364_00_S.png
365_00,365,Walrein,,,,,00,3,Ice,Water,FALSE,TRUE,TRUE,FALSE,365_00.png,365_00.png,365_00_S.png
366_00,366,Clamperl,,,,,00,3,Water,,FALSE,TRUE,TRUE,FALSE,366_00.png,366_00.png,366_00_S.png
367_00,367,Huntail,,,,,00,3,Water,,FALSE,TRUE,TRUE,FALSE,367_00.png,367_00.png,367_00_S.png
368_00,368,Gorebyss,,,,,00,3,Water,,FALSE,TRUE,TRUE,FALSE,368_00.png,368_00.png,368_00_S.png
369_00,369,Relicanth,,,,,00,3,Water,Rock,FALSE,TRUE,TRUE,FALSE,369_00.png,369_00.png,369_00_S.png
369_00_F,369,Relicanth,,,,,00,3,Water,Rock,TRUE,TRUE,TRUE,FALSE,369_00.png,369_00_F.png,369_00_F_S.png
370_00,370,Luvdisc,0,,,332,00,3,Water,,FALSE,TRUE,TRUE,FALSE,370_00.png,370_00.png,370_00_S.png
371_00,371,Bagon,0,,,276,00,3,Dragon,,FALSE,TRUE,TRUE,FALSE,371_00.png,371_00.png,371_00_S.png
372_00,372,Shelgon,1,,,277,00,3,Dragon,,FALSE,TRUE,TRUE,FALSE,372_00.png,372_00.png,372_00_S.png
373_00,373,Salamence,2,,,278,00,3,Dragon,Flying,FALSE,TRUE,TRUE,FALSE,373_00.png,373_00.png,373_00_S.png
373_01,373,Salamence,,Mega,,,01,3,Dragon,Flying,FALSE,FALSE,TRUE,FALSE,373_01.png,373_01.png,373_01_S.png
374_00,374,Beldum,,,,,00,3,Steel,Psychic,FALSE,TRUE,TRUE,FALSE,374_00.png,374_00.png,374_00_S.png
375_00,375,Metang,,,,,00,3,Steel,Psychic,FALSE,TRUE,TRUE,FALSE,375_00.png,375_00.png,375_00_S.png
376_00,376,Metagross,,,,,00,3,Steel,Psychic,FALSE,TRUE,TRUE,FALSE,376_00.png,376_00.png,376_00_S.png
376_01,376,Metagross,,Mega,,,01,3,Steel,Psychic,FALSE,FALSE,TRUE,FALSE,376_01.png,376_01.png,376_01_S.png
377_00,377,Regirock,,,,,00,3,Rock,,FALSE,TRUE,TRUE,FALSE,377_00.png,377_00.png,377_00_S.png
378_00,378,Regice,,,,,00,3,Ice,,FALSE,TRUE,TRUE,FALSE,378_00.png,378_00.png,378_00_S.png
379_00,379,Registeel,,,,,00,3,Steel,,FALSE,TRUE,TRUE,FALSE,379_00.png,379_00.png,379_00_S.png
380_00,380,Latias,,,,,00,3,Dragon,Psychic,FALSE,TRUE,TRUE,FALSE,380_00.png,380_00.png,380_00_S.png
380_01,380,Latias,,Mega,,,01,3,Dragon,Psychic,FALSE,FALSE,TRUE,FALSE,380_01.png,380_01.png,380_01_S.png
381_00,381,Latios,,,,,00,3,Dragon,Psychic,FALSE,TRUE,TRUE,FALSE,381_00.png,381_00.png,381_00_S.png
381_01,381,Latios,,Mega,,,01,3,Dragon,Psychic,FALSE,FALSE,TRUE,FALSE,381_01.png,381_01.png,381_01_S.png
382_00,382,Kyogre,,,,,00,3,Water,,FALSE,TRUE,TRUE,FALSE,382_00.png,382_00.png,382_00_S.png
382_01,382,Kyogre,,,Primal,,01,3,Water,,FALSE,FALSE,TRUE,FALSE,382_01.png,382_01.png,382_01_S.png
383_00,383,Groudon,,,,,00,3,Ground,,FALSE,TRUE,TRUE,FALSE,383_00.png,383_00.png,383_00_S.png
383_01,383,Groudon,,,Primal,,01,3,Ground,Fire,FALSE,FALSE,TRUE,FALSE,383_01.png,383_01.png,383_01_S.png
384_00,384,Rayquaza,,,,,00,3,Dragon,Flying,FALSE,TRUE,TRUE,FALSE,384_00.png,384_00.png,384_00_S.png
384_01,384,Rayquaza,,Mega,,,01,3,Dragon,Flying,FALSE,FALSE,TRUE,FALSE,384_01.png,384_01.png,384_01_S.png
385_00,385,Jirachi,,,,,00,3,Steel,Psychic,FALSE,TRUE,TRUE,FALSE,385_00.png,385_00.png,385_00_S.png
386_00,386,Deoxys,,,,,00,3,Psychic,,FALSE,TRUE,TRUE,FALSE,386_00.png,386_00.png,386_00_S.png
386_01,386,Deoxys,,,Attack,,01,3,Psychic,,FALSE,TRUE,TRUE,FALSE,386_01.png,386_01.png,386_01_S.png
386_02,386,Deoxys,,,Defense,,02,3,Psychic,,FALSE,TRUE,TRUE,FALSE,386_02.png,386_02.png,386_02_S.png
386_03,386,Deoxys,,,Speed,,03,3,Psychic,,FALSE,TRUE,TRUE,FALSE,386_03.png,386_03.png,386_03_S.png
387_00,387,Turtwig,,,,,00,4,Grass,,FALSE,TRUE,TRUE,FALSE,387_00.png,387_00.png,387_00_S.png
388_00,388,Grotle,,,,,00,4,Grass,,FALSE,TRUE,TRUE,FALSE,388_00.png,388_00.png,388_00_S.png
389_00,389,Torterra,,,,,00,4,Grass,Ground,FALSE,TRUE,TRUE,FALSE,389_00.png,389_00.png,389_00_S.png
390_00,390,Chimchar,,,,,00,4,Fire,,FALSE,TRUE,TRUE,FALSE,390_00.png,390_00.png,390_00_S.png
391_00,391,Monferno,,,,,00,4,Fire,Fighting,FALSE,TRUE,TRUE,FALSE,391_00.png,391_00.png,391_00_S.png
392_00,392,Infernape,,,,,00,4,Fire,Fighting,FALSE,TRUE,TRUE,FALSE,392_00.png,392_00.png,392_00_S.png
393_00,393,Piplup,,,,,00,4,Water,,FALSE,TRUE,TRUE,FALSE,393_00.png,393_00.png,393_00_S.png
394_00,394,Prinplup,,,,,00,4,Water,,FALSE,TRUE,TRUE,FALSE,394_00.png,394_00.png,394_00_S.png
395_00,395,Empoleon,,,,,00,4,Water,Steel,FALSE,TRUE,TRUE,FALSE,395_00.png,395_00.png,395_00_S.png
396_00,396,Starly,0,,,097,00,4,Normal,Flying,FALSE,TRUE,TRUE,FALSE,396_00.png,396_00.png,396_00_S.png
396_00_F,396,Starly,0,,,097,00,4,Normal,Flying,TRUE,TRUE,TRUE,FALSE,396_00.png,396_00_F.png,396_00_F_S.png
397_00,397,Staravia,1,,,098,00,4,Normal,Flying,FALSE,TRUE,TRUE,FALSE,397_00.png,397_00.png,397_00_S.png
397_00_F,397,Staravia,1,,,098,00,4,Normal,Flying,TRUE,TRUE,TRUE,FALSE,397_00.png,397_00_F.png,397_00_F_S.png
398_00,398,Staraptor,2,,,099,00,4,Normal,Flying,FALSE,TRUE,TRUE,FALSE,398_00.png,398_00.png,398_00_S.png
398_00_F,398,Staraptor,2,,,099,00,4,Normal,Flying,TRUE,TRUE,TRUE,FALSE,398_00.png,398_00_F.png,398_00_F_S.png
399_00,399,Bidoof,,,,,00,4,Normal,,FALSE,TRUE,TRUE,FALSE,399_00.png,399_00.png,399_00_S.png
399_00_F,399,Bidoof,,,,,00,4,Normal,,TRUE,TRUE,TRUE,FALSE,399_00.png,399_00_F.png,399_00_F_S.png
